instruction,hi_err,hi_corr
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,saanvariya,साँवरिया
Nimnlikhit paath ko Hindi lipi mein badlein:,saanvariyaa,साँवरिया
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,sanwariya,साँवरिया
Write the Hindi script preserving the pronunciation:,saanwariya,साँवरिया
"Given the Hinglish word, provide its Hindi equivalent:",savariya,साँवरिया
This is a transliteration task. Convert Hinglish to Hindi script:,saanwariyaan,साँवरिया
Convert the following text into Hindi script:,saawariya,साँवरिया
Convert this sentence from Hinglish phonetic text to Hindi:,saavariyaa,साँवरिया
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,saawareeyaa,साँवरिया
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,saawareeyaan,साँवरिया
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,jalaaye,जलाये
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,jalayee,जलाये
Uccharan ko banaye rakhte hue Hindi lipi likhein:,jalaye,जलाये
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,chhodi,छोड़ी
Nimnlikhit paath ko Hindi lipi mein badlein:,chodi,छोड़ी
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,chhodhi,छोड़ी
Write the Hindi script preserving the pronunciation:,sakhiyaan,सखियाँ
"Given the Hinglish word, provide its Hindi equivalent:",maarengi,मारेंगी
This is a transliteration task. Convert Hinglish to Hindi script:,taane,ताने
Convert the following text into Hindi script:,mohe,मोहे
Convert this sentence from Hinglish phonetic text to Hindi:,maari,मारी
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,maaree,मारी
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,mari,मारी
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,maarii,मारी
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,marzi,मारी
Uccharan ko banaye rakhte hue Hindi lipi likhein:,jaaegi,जाएगी
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,jaayegi,जाएगी
Nimnlikhit paath ko Hindi lipi mein badlein:,jayegi,जाएगी
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,jaayegee,जाएगी
Write the Hindi script preserving the pronunciation:,jaaegii,जाएगी
"Given the Hinglish word, provide its Hindi equivalent:",jaaygi,जाएगी
This is a transliteration task. Convert Hinglish to Hindi script:,jaegi,जाएगी
Convert the following text into Hindi script:,jaayengi,जाएगी
Convert this sentence from Hinglish phonetic text to Hindi:,baavariya,बावरिया
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,baawariyaa,बावरिया
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,baavariyaa,बावरिया
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,bavariyaa,बावरिया
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,lak,लक
Uccharan ko banaye rakhte hue Hindi lipi likhein:,tunu,तुनु
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,os,ओस
Nimnlikhit paath ko Hindi lipi mein badlein:,hoke,होके
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,saans,सांस
Write the Hindi script preserving the pronunciation:,saas,सांस
"Given the Hinglish word, provide its Hindi equivalent:",jahar,जहर
This is a transliteration task. Convert Hinglish to Hindi script:,zaher,जहर
Convert the following text into Hindi script:,jehar,जहर
Convert this sentence from Hinglish phonetic text to Hindi:,zeher,जहर
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,pine,पीने
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,piine,पीने
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,peene,पीने
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,hansana,हँसना
Uccharan ko banaye rakhte hue Hindi lipi likhein:,hasna,हँसना
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,hasana,हँसना
Nimnlikhit paath ko Hindi lipi mein badlein:,hansanaa,हँसना
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,hansna,हँसना
Write the Hindi script preserving the pronunciation:,lukana,लुकना
"Given the Hinglish word, provide its Hindi equivalent:",chhupana,छुपना
This is a transliteration task. Convert Hinglish to Hindi script:,chupana,छुपना
Convert the following text into Hindi script:,chupna,छुपना
Convert this sentence from Hinglish phonetic text to Hindi:,chhupanaa,छुपना
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,hod,होड़
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,khulake,खुलके
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,khulke,खुलके
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,laharaati,लहराती
Uccharan ko banaye rakhte hue Hindi lipi likhein:,lehraati,लहराती
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,lahraati,लहराती
Nimnlikhit paath ko Hindi lipi mein badlein:,laharaatee,लहराती
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,bainyaan,बैंयां
Write the Hindi script preserving the pronunciation:,baiyan,बैंयां
"Given the Hinglish word, provide its Hindi equivalent:",taal,ताल
This is a transliteration task. Convert Hinglish to Hindi script:,tal,ताल
Convert the following text into Hindi script:,dol,डोल
Convert this sentence from Hinglish phonetic text to Hindi:,kaanon,कानों
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,kaano,कानों
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,kanhon,कानों
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,kanon,कानों
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,bol,बोल
Uccharan ko banaye rakhte hue Hindi lipi likhein:,bola,बोल
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,bole,बोल
Nimnlikhit paath ko Hindi lipi mein badlein:,bolu,बोल
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,bhoole,बोल
Write the Hindi script preserving the pronunciation:,bolo,बोल
"Given the Hinglish word, provide its Hindi equivalent:",rasiya,रसिया
This is a transliteration task. Convert Hinglish to Hindi script:,rasiyaa,रसिया
Convert the following text into Hindi script:,lobhi,लोभी
Convert this sentence from Hinglish phonetic text to Hindi:,matalab,मतलब
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,matlab,मतलब
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,mathlab,मतलब
